PC,"Inst Name",Jump?,Jump Addr
0x25E1,"STOP",0,0x0
0x25E2,"SLA C",0,0x0
0x25E3,"LD HL,$10CB",1,0x10CB
0x25E4,"RL B",0,0x0
0x25E5,"STOP",0,0x0
0x25E6,"INC HL",0,0x0
0x25E7,"LD A,(HL+)",0,0x0
0x25E8,"LD H,(HL)",0,0x0
0x25E9,"LD L,A",0,0x0
0x25EA,"ADD HL,BC",0,0x0
0x25EB,"LD C,L",0,0x0
0x25EC,"LD B,H",0,0x0
0x25ED,"PUSH BC",0,0x0
0x25EE,"LD HL,$C6BC",1,0xC6BC
0x25EF,"CP H",0,0x0
0x25F1,"LD A,(HL)",0,0x0
0x25F2,"PUSH AF",0,0x0
0x25F3,"INC SP",0,0x0
0x25F4,"CALL $078D",1,0x78D
0x25F5,"ADC A,L",0,0x0
0x25F7,"INC SP",0,0x0
0x25F8,"POP BC",0,0x0
0x25F9,"LD A,$01",0,0x0
0x25FA,"LD BC,$4FE0",1,0x4FE0
0x25FB,"LD ($FF00+$4F),A  [VBK]",0,0x0
0x25FC,"LD C,A",0,0x0
0x25FD,"LD HL,(SP+4)",0,0x0
0x25FE,"INC B",0,0x0
0x25FF,"LD E,(HL)",0,0x0
0x2600,"INC HL",0,0x0
0x2601,"LD D,(HL)",0,0x0
0x2602,"LD A,(DE)",0,0x0
0x2603,"DEC HL",0,0x0
0x2604,"INC (HL)",0,0x0
0x2605,"JR NZ,$2609  [+2]",1,0x2609
0x2606,"LD (BC),A",0,0x0
0x2609,"PUSH BC",0,0x0
0x260A,"PUSH AF",0,0x0
0x260B,"INC SP",0,0x0
0x260C,"PUSH BC",0,0x0
0x260D,"CALL $22ED",1,0x22ED
0x260E,"[UNUSED]",0,0x0
0x22EE,"LD (BC),A",0,0x0
0x22EF,"LD C,(HL)",0,0x0
0x22F0,"INC HL",0,0x0
0x22F1,"LD B,(HL)",0,0x0
0x22F2,"LD HL,(SP+4)",0,0x0
0x22F3,"INC B",0,0x0
0x22F4,"LD DE,$FF41",1,0xFF41
0x22F5,"LD B,C",0,0x0
0x22F7,"LD A,(DE)",0,0x0
0x22F8,"AND $02",0,0x0
0x22F9,"LD (BC),A",0,0x0
0x22FA,"JR NZ,$22F7  [-5]",1,0x22F7
0x22FB,"EI",0,0x0
0x22FC,"LD A,(HL)",0,0x0
0x22FD,"LD (BC),A",0,0x0
0x22FE,"LD A,(DE)",0,0x0
0x22FF,"AND $02",0,0x0
0x2300,"LD (BC),A",0,0x0
0x2301,"JR NZ,$22F7  [-12]",1,0x22F7
0x2302,"[UNUSED]",0,0x0
0x2303,"RET",0,0x0
0x2610,"ADD SP,+3",0,0x0
0x2611,"INC BC",0,0x0
0x2612,"POP BC",0,0x0
0x2613,"LD A,$00",0,0x0
0x2614,"NOP",0,0x0
0x2615,"LD ($FF00+$4F),A  [VBK]",0,0x0
0x2616,"LD C,A",0,0x0
0x2617,"PUSH BC",0,0x0
0x2618,"CALL $07AE",1,0x7AE
0x2619,"XOR (HL)",0,0x0
0x261B,"POP BC",0,0x0
0x261C,"LD HL,(SP+6)",0,0x0
0x261D,"LD B,$5E",0,0x0
0x261E,"LD E,(HL)",0,0x0
0x261F,"INC HL",0,0x0
0x2620,"LD D,(HL)",0,0x0
0x2621,"LD A,(DE)",0,0x0
0x2622,"DEC HL",0,0x0
0x2623,"INC (HL)",0,0x0
0x2624,"JR NZ,$2628  [+2]",1,0x2628
0x2625,"LD (BC),A",0,0x0
0x2628,"PUSH AF",0,0x0
0x2629,"INC SP",0,0x0
0x262A,"PUSH BC",0,0x0
0x262B,"CALL $22ED",1,0x22ED
0x262C,"[UNUSED]",0,0x0
0x262E,"ADD SP,+3",0,0x0
0x262F,"INC BC",0,0x0
0x2630,"LD HL,(SP+8)",0,0x0
0x2631,"LD ($7E34),SP",1,0x7E34
0x2632,"INC (HL)",0,0x0
0x2633,"LD A,(HL)",0,0x0
0x2634,"SUB $17",0,0x0
0x2635,"RLA",0,0x0
0x2636,"JP NZ,$25B7",1,0x25B7
0x2637,"OR A",0,0x0
0x2607,"INC HL",0,0x0
0x2608,"INC (HL)",0,0x0
0x2639,"LD HL,(SP+11)",0,0x0
0x263A,"DEC BC",0,0x0
0x263B,"LD E,(HL)",0,0x0
0x263C,"INC HL",0,0x0
0x263D,"LD D,(HL)",0,0x0
0x263E,"LD HL,$0018",1,0x18
0x263F,"JR $2641  [+0]",1,0x2641
0x2641,"ADD HL,DE",0,0x0
0x2642,"LD A,L",0,0x0
0x2643,"LD D,H",0,0x0
0x2644,"LD HL,(SP+2)",0,0x0
0x2645,"LD (BC),A",0,0x0
0x2646,"LD (HL+),A",0,0x0
0x2647,"LD (HL),D",0,0x0
0x2648,"LD HL,(SP+8)",0,0x0
0x2649,"LD ($0136),SP",1,0x136
0x264A,"LD (HL),$01",0,0x0
0x264B,"LD BC,$CB21",1,0xCB21
0x264C,"LD HL,$C6CB",1,0xC6CB
0x264D,"SET 0 (HL)",0,0x0
0x264F,"LD A,(HL)",0,0x0
0x2650,"LD HL,(SP+8)",0,0x0
0x2651,"LD ($CA96),SP",1,0xCA96
0x2652,"SUB (HL)",0,0x0
0x2653,"JP Z,$26EB",1,0x26EB
0x2654,"[UNUSED]",0,0x0
0x26EB,"CALL $07AE",1,0x7AE
0x26EC,"XOR (HL)",0,0x0
0x26EE,"ADD SP,+9",0,0x0
0x26EF,"ADD HL,BC",0,0x0
0x26F0,"RET",0,0x0
0x26F1,"ADD SP,-3",0,0x0
0x2A01,"ADD SP,+4",0,0x0
0x2A02,"INC B",0,0x0
0x2A03,"LD HL,(SP+4)",0,0x0
0x2A04,"INC B",0,0x0
0x2A05,"INC (HL)",0,0x0
0x2A06,"DEC HL",0,0x0
0x2A07,"DEC HL",0,0x0
0x2A08,"INC (HL)",0,0x0
0x2A09,"JP NZ,$29BB",1,0x29BB
0x2A0A,"CP E",0,0x0
0x30A4,"LD B,$08",0,0x0
0x30A5,"LD ($2979),SP",1,0x2979
0x30A6,"LD A,C",0,0x0
0x2626,"INC HL",0,0x0
0x2627,"INC (HL)",0,0x0
0x1B29,"NOP",0,0x0
0x1B2A,"XOR A",0,0x0
0x1B2B,"LD HL,$C70A",1,0xC70A
0x1B2C,"LD A,(BC)",0,0x0
0x1B2E,"LD (HL+),A",0,0x0
0x1B2F,"LD (HL+),A",0,0x0
0x1B30,"LD (HL),A",0,0x0
0x1B31,"DEC A",0,0x0
0x1B32,"LD HL,$C713",1,0xC713
0x1B33,"INC DE",0,0x0
0x1B35,"LD (HL+),A",0,0x0
0x1B36,"LD (HL+),A",0,0x0
0x1B37,"LD (HL+),A",0,0x0
0x1B38,"LD (HL),A",0,0x0
0x1B39,"LD A,$01",0,0x0
0x1B3A,"LD BC,$00EA",1,0xEA
0x1B3B,"LD ($2000),A",1,0x2000
0x1B3C,"NOP",0,0x0
0x1B3E,"CALL $55C8",1,0x55C8
0x1B3F,"RET Z",0,0x0
0x1B41,"LD A,($C717)",1,0xC717
0x1B42,"RLA",0,0x0
0x1B44,"OR A",0,0x0
0x1B45,"JR Z,$1B50  [+9]",1,0x1B50
0x1B46,"ADD HL,BC",0,0x0
0x1B50,"LD A,($C6D9)",1,0xC6D9
0x1B51,"RETI",0,0x0
0x1B53,"LD ($2000),A",1,0x2000
0x1B54,"NOP",0,0x0
0x1B56,"LD A,($C6EB)",1,0xC6EB
0x1B57,"[UNUSED]",0,0x0
0x1B59,"LD L,A",0,0x0
0x1B5A,"LD A,($C6EC)",1,0xC6EC
0x1B5B,"[UNUSED]",0,0x0
0x1B5D,"LD H,A",0,0x0
0x1B5E,"LD DE,$C6DB",1,0xC6DB
0x1B5F,"[UNUSED]",0,0x0
0x1B61,"LD B,$04",0,0x0
0x1B62,"INC B",0,0x0
0x1B63,"LD A,(HL+)",0,0x0
0x1B64,"LD (DE),A",0,0x0
0x1B65,"INC DE",0,0x0
0x1B66,"BIT 7 A",0,0x0
0x1B67,"LD A,A",0,0x0
0x1B68,"JR NZ,$1B70  [+6]",1,0x1B70
0x1B69,"LD B,$CB",0,0x0
0x1B6A,"BIT 6 A",0,0x0
0x1B6B,"LD (HL),A",0,0x0
0x1B6C,"JR Z,$1B7A  [+12]",1,0x1B7A
0x1B6D,"INC C",0,0x0
0x1B7A,"DEC B",0,0x0
0x1B7B,"JR NZ,$1B63  [-26]",1,0x1B63
0x1B7C,"AND $7D",0,0x0
0x1B6E,"JR $1B77  [+7]",1,0x1B77
0x1B6F,"RLCA",0,0x0
0x1B77,"LD A,(HL+)",0,0x0
0x1B78,"LD (DE),A",0,0x0
0x1B79,"INC DE",0,0x0
0x1B7D,"LD A,L",0,0x0
0x1B7E,"LD ($C6EB),A",1,0xC6EB
0x1B7F,"[UNUSED]",0,0x0
0x1B81,"LD A,H",0,0x0
0x1B82,"LD ($C6EC),A",1,0xC6EC
0x1B83,"[UNUSED]",0,0x0
0x1B85,"LD A,($C6E9)",1,0xC6E9
0x1B86,"JP (HL)",0,0x0
0x1B88,"INC A",0,0x0
0x1B89,"LD ($C6E9),A",1,0xC6E9
0x1B8A,"JP (HL)",0,0x0
0x1B8C,"CP $40",0,0x0
0x1B8D,"LD B,B",0,0x0
0x1B8E,"JR NZ,$1BBE  [+46]",1,0x1BBE
0x1B8F,"LD L,$3E",0,0x0
0x1BBE,"LD A,$01",0,0x0
0x1BBF,"LD BC,$00EA",1,0xEA
0x1BC0,"LD ($2000),A",1,0x2000
0x1BC1,"NOP",0,0x0
0x1BC3,"CALL $55AC",1,0x55AC
0x1BC4,"XOR H",0,0x0
0x55AC,"LD DE,$C6DB",1,0xC6DB
0x55AD,"[UNUSED]",0,0x0
0x55AF,"CALL $4F30",1,0x4F30
0x55B0,"JR NC,$5601  [+79]",1,0x5601
0x4F30,"LD A,($C6ED)",1,0xC6ED
0x4F31,"[UNUSED]",0,0x0
0x4F33,"AND $01",0,0x0
0x4F34,"LD BC,$1420",1,0x1420
0x4F35,"JR NZ,$4F4B  [+20]",1,0x4F4B
0x4F36,"INC D",0,0x0
0x4F4B,"LD A,(DE)",0,0x0
0x4F4C,"INC DE",0,0x0
0x4F4D,"BIT 7 A",0,0x0
0x4F4E,"LD A,A",0,0x0
0x4F4F,"JR NZ,$4F7D  [+44]",1,0x4F7D
0x4F50,"INC L",0,0x0
0x4F51,"BIT 6 A",0,0x0
0x4F52,"LD (HL),A",0,0x0
0x4F53,"JR NZ,$4F6A  [+21]",1,0x4F6A
0x4F54,"DEC D",0,0x0
0x4F55,"BIT 5 A",0,0x0
0x4F56,"LD L,A",0,0x0
0x4F57,"JR NZ,$4F5A  [+1]",1,0x4F5A
0x4F58,"LD BC,$E6C9",1,0xE6C9
0x4F59,"RET",0,0x0
0x4F5A,"AND $0F",0,0x0
0x55B2,"CALL $5102",1,0x5102
0x55B3,"LD (BC),A",0,0x0
0x5102,"LD A,($C6ED)",1,0xC6ED
0x5103,"[UNUSED]",0,0x0
0x5105,"AND $02",0,0x0
0x5106,"LD (BC),A",0,0x0
0x5107,"JR NZ,$511D  [+20]",1,0x511D
0x5108,"INC D",0,0x0
0x511D,"LD A,(DE)",0,0x0
0x511E,"INC DE",0,0x0
0x511F,"BIT 7 A",0,0x0
0x5120,"LD A,A",0,0x0
0x5121,"JR NZ,$514F  [+44]",1,0x514F
0x5122,"INC L",0,0x0
0x5123,"BIT 6 A",0,0x0
0x5124,"LD (HL),A",0,0x0
0x5125,"JR NZ,$513C  [+21]",1,0x513C
0x5126,"DEC D",0,0x0
0x5127,"BIT 5 A",0,0x0
0x5128,"LD L,A",0,0x0
0x5129,"JR NZ,$512C  [+1]",1,0x512C
0x512A,"LD BC,$E6C9",1,0xE6C9
0x512B,"RET",0,0x0
0x512C,"AND $0F",0,0x0
0x55B5,"CALL $52CC",1,0x52CC
0x55B6,"CALL Z,$CD52",1,0xCD52
0x52CC,"LD A,($C6ED)",1,0xC6ED
0x52CD,"[UNUSED]",0,0x0
0x52CF,"AND $04",0,0x0
0x52D0,"INC B",0,0x0
0x52D1,"JR NZ,$52E7  [+20]",1,0x52E7
0x52D2,"INC D",0,0x0
0x52E7,"LD A,(DE)",0,0x0
0x52E8,"INC DE",0,0x0
0x52E9,"BIT 7 A",0,0x0
0x52EA,"LD A,A",0,0x0
0x52EB,"JR NZ,$5306  [+25]",1,0x5306
0x52EC,"ADD HL,DE",0,0x0
0x52ED,"BIT 6 A",0,0x0
0x52EE,"LD (HL),A",0,0x0
0x52EF,"JR NZ,$52FD  [+12]",1,0x52FD
0x52F0,"INC C",0,0x0
0x52F1,"BIT 5 A",0,0x0
0x52F2,"LD L,A",0,0x0
0x52F3,"JR NZ,$52F6  [+1]",1,0x52F6
0x52F4,"LD BC,$CBC9",1,0xCBC9
0x52F5,"RET",0,0x0
0x52F6,"SWAP A",0,0x0
0x55B8,"CALL $549B",1,0x549B
0x55B9,"SBC A,E",0,0x0
0x549B,"LD A,($C6ED)",1,0xC6ED
0x549C,"[UNUSED]",0,0x0
0x549E,"AND $08",0,0x0
0x549F,"LD ($1420),SP",1,0x1420
0x54A0,"JR NZ,$54B6  [+20]",1,0x54B6
0x54A1,"INC D",0,0x0
0x54B6,"LD A,(DE)",0,0x0
0x54B7,"INC DE",0,0x0
0x54B8,"BIT 7 A",0,0x0
0x54B9,"LD A,A",0,0x0
0x54BA,"JR NZ,$54DE  [+34]",1,0x54DE
0x54BB,"LD (HL+),A",0,0x0
0x54BC,"BIT 6 A",0,0x0
0x54BD,"LD (HL),A",0,0x0
0x54BE,"JR NZ,$54D5  [+21]",1,0x54D5
0x54BF,"DEC D",0,0x0
0x54D5,"AND $0F",0,0x0
0x54D6,"RRCA",0,0x0
0x54D7,"CALL $5534",1,0x5534
0x54D8,"INC (HL)",0,0x0
0x5535,"LD B,D",0,0x0
0x5537,"LD C,A",0,0x0
0x5538,"LD B,$00",0,0x0
0x5539,"NOP",0,0x0
0x553A,"ADD HL,BC",0,0x0
0x553B,"ADD HL,BC",0,0x0
0x553C,"LD A,(HL+)",0,0x0
0x553D,"LD H,(HL)",0,0x0
0x553E,"LD L,A",0,0x0
0x553F,"LD A,(DE)",0,0x0
0x5540,"INC DE",0,0x0
0x5541,"JP (HL)",0,0x0
0x5542,"LD H,D",0,0x0
0x557A,"LD ($C6F5),A",1,0xC6F5
0x557B,"PUSH AF",0,0x0
0x557D,"XOR A",0,0x0
0x557E,"RET",0,0x0
0x557F,"XOR A",0,0x0
0x54DA,"AND A",0,0x0
0x54DB,"RET Z",0,0x0
0x54DC,"JR $5505  [+39]",1,0x5505
0x55BB,"LD HL,$C6EE",1,0xC6EE
0x55BC,"XOR $C6",0,0x0
0x55BE,"LD A,(HL+)",0,0x0
0x55BF,"OR (HL)",0,0x0
0x55C0,"INC HL",0,0x0
0x55C1,"OR (HL)",0,0x0
0x55C2,"INC HL",0,0x0
0x55C3,"OR (HL)",0,0x0
0x55C4,"LD ($FF25),A",1,0xFF25
0x55C5,"DEC H",0,0x0
0x55C7,"RET",0,0x0
0x1BC6,"LD A,($C718)",1,0xC718
0x1BC7,"JR $1B90  [-57]",1,0x1B90
0x1BC9,"AND A",0,0x0
0x1BCA,"RET Z",0,0x0
0x1BCB,"XOR A",0,0x0
0x2A11,"CALL $07AE",1,0x7AE
0x2A12,"XOR (HL)",0,0x0
0x2A14,"LD HL,$C6AB",1,0xC6AB
0x2A15,"XOR E",0,0x0
0x2A17,"LD (HL),$00",0,0x0
0x2A18,"NOP",0,0x0
0x2A19,"LD A,($FF00+$40)  [LCDC]",0,0x0
0x2A1A,"LD B,B",0,0x0
0x2A1B,"OR $80",0,0x0
0x2A1C,"ADD A,B",0,0x0
0x2A1D,"LD ($FF00+$40),A  [LCDC]",0,0x0
0x2A1E,"LD B,B",0,0x0
0x2A1F,"LD HL,$C6D5",1,0xC6D5
0x2A20,"PUSH DE",0,0x0
0x2A22,"LD A,(HL)",0,0x0
0x2A23,"OR A",0,0x0
0x2A24,"JR Z,$2A29  [+3]",1,0x2A29
0x2A25,"INC BC",0,0x0
0x2A29,"ADD SP,+5",0,0x0
0x2A2A,"DEC B",0,0x0
0x2A2B,"RET",0,0x0
0x6592,"JR $65AF  [+27]",1,0x65AF
0x6593,"DEC DE",0,0x0
0x65AF,"ADD SP,+17",0,0x0
0x65B0,"LD DE,$21C9",1,0x21C9
0x65B1,"RET",0,0x0
0x2945,"JP $07AE",1,0x7AE
0x2946,"XOR (HL)",0,0x0
0xDF0,"CALL $0200",1,0x200
0xDF1,"NOP",0,0x0
0x200,"XOR A",0,0x0
0x201,"LD ($C0AB),A",1,0xC0AB
0x202,"XOR E",0,0x0
0x204,"LD B,$00",0,0x0
0x205,"NOP",0,0x0
0x206,"LD HL,$C687",1,0xC687
0x207,"ADD A,A",0,0x0
0x209,"LD A,(HL)",0,0x0
0x20A,"CP B",0,0x0
0x20B,"JP Z,$048C",1,0x48C
0x20C,"ADC A,H",0,0x0
0x20E,"PUSH BC",0,0x0
0x20F,"LD HL,$C67C",1,0xC67C
0x210,"LD A,H",0,0x0
0x212,"LD A,B",0,0x0
0x213,"ADD A,L",0,0x0
0x214,"LD L,A",0,0x0
0x215,"ADC A,H",0,0x0
0x216,"SUB L",0,0x0
0x217,"LD H,A",0,0x0
0x218,"LD A,(HL)",0,0x0
0x219,"LD HL,$C63E",1,0xC63E
0x21A,"LD A,$C6",0,0x0
0x21C,"ADD A,A",0,0x0
0x21D,"ADD A,L",0,0x0
0x21E,"LD L,A",0,0x0
0x21F,"ADC A,H",0,0x0
0x220,"SUB L",0,0x0
0x221,"LD H,A",0,0x0
0x222,"LD B,(HL)",0,0x0
0x223,"INC HL",0,0x0
0x224,"LD C,(HL)",0,0x0
0x225,"LD H,C",0,0x0
0x226,"LD L,B",0,0x0
0x227,"PUSH HL",0,0x0
0x228,"LD A,$16",0,0x0
0x229,"LD D,$85",0,0x0
0x22A,"ADD A,L",0,0x0
0x22B,"LD L,A",0,0x0
0x22C,"ADC A,H",0,0x0
0x22D,"SUB L",0,0x0
0x22E,"LD H,A",0,0x0
0x22F,"LD A,(HL)",0,0x0
0x230,"CP $00",0,0x0
0x231,"NOP",0,0x0
0x232,"JR Z,$0250  [+28]",1,0x250
0x233,"INC E",0,0x0
0x250,"POP HL",0,0x0
0x251,"PUSH HL",0,0x0
0x252,"INC HL",0,0x0
0x253,"INC HL",0,0x0
0x254,"LD A,(HL+)",0,0x0
0x255,"LD E,A",0,0x0
0x256,"LD D,(HL)",0,0x0
0x257,"LD HL,$CA7A",1,0xCA7A
0x258,"LD A,D",0,0x0
0x25A,"LD A,(HL+)",0,0x0
0x25B,"LD H,(HL)",0,0x0
0x25C,"LD L,A",0,0x0
0x25D,"LD A,E",0,0x0
0x25E,"SUB L",0,0x0
0x25F,"LD E,A",0,0x0
0x260,"LD A,D",0,0x0
0x261,"SBC A,H",0,0x0
0x262,"LD D,A",0,0x0
0x263,"LD C,E",0,0x0
0x264,"LD A,$20",0,0x0
0x265,"JR NZ,$01E8  [-127]",1,0x1E8
0x266,"ADD A,C",0,0x0
0x267,"LD C,A",0,0x0
0x268,"ADC A,D",0,0x0
0x269,"SUB C",0,0x0
0x26A,"LD D,A",0,0x0
0x26B,"LD A,C",0,0x0
0x26C,"SUB $D0",0,0x0
0x26D,"RET NC",0,0x0
0x26E,"LD A,D",0,0x0
0x26F,"SBC A,$00",0,0x0
0x270,"NOP",0,0x0
0x271,"JR C,$0276  [+3]",1,0x276
0x272,"INC BC",0,0x0
0x276,"LD A,E",0,0x0
0x277,"ADD A,$08",0,0x0
0x278,"LD ($33F5),SP",1,0x33F5
0x279,"PUSH AF",0,0x0
0x27A,"INC SP",0,0x0
0x27B,"LD HL,(SP+1)",0,0x0
0x27C,"LD BC,$662A",1,0x662A
0x27D,"LD A,(HL+)",0,0x0
0x27E,"LD H,(HL)",0,0x0
0x27F,"LD L,A",0,0x0
0x280,"LD A,(HL+)",0,0x0
0x281,"LD E,A",0,0x0
0x282,"LD D,(HL)",0,0x0
0x283,"LD HL,$CA78",1,0xCA78
0x284,"LD A,B",0,0x0
0x286,"LD A,(HL+)",0,0x0
0x287,"LD H,(HL)",0,0x0
0x288,"LD L,A",0,0x0
0x289,"LD A,E",0,0x0
0x28A,"SUB L",0,0x0
0x28B,"LD E,A",0,0x0
0x28C,"LD A,D",0,0x0
0x28D,"SBC A,H",0,0x0
0x28E,"LD D,A",0,0x0
0x28F,"LD C,E",0,0x0
0x290,"LD A,$20",0,0x0
0x291,"JR NZ,$0214  [-127]",1,0x214
0x292,"ADD A,C",0,0x0
0x293,"LD C,A",0,0x0
0x294,"ADC A,D",0,0x0
0x295,"SUB C",0,0x0
0x296,"LD D,A",0,0x0
0x297,"LD A,C",0,0x0
0x298,"SUB $E0",0,0x0
0x299,"LD ($FF00+$7A),A  [UNKNOWN]",0,0x0
0x29A,"LD A,D",0,0x0
0x29B,"SBC A,$00",0,0x0
0x29C,"NOP",0,0x0
0x29D,"JR C,$02A3  [+4]",1,0x2A3
0x29E,"INC B",0,0x0
0x2A3,"LD A,E",0,0x0
0x2A4,"ADD A,$08",0,0x0
0x2A5,"LD ($33F5),SP",1,0x33F5
0x2A6,"PUSH AF",0,0x0
0x2A7,"INC SP",0,0x0
0x2A8,"LD HL,(SP+2)",0,0x0
0x2A9,"LD (BC),A",0,0x0
0x2AA,"LD A,(HL+)",0,0x0
0x2AB,"LD H,(HL)",0,0x0
0x2AC,"LD L,A",0,0x0
0x2AD,"PUSH HL",0,0x0
0x2AE,"LD A,$12",0,0x0
0x2AF,"LD (DE),A",0,0x0
0x2B0,"ADD A,L",0,0x0
0x2B1,"LD L,A",0,0x0
0x2B2,"ADC A,H",0,0x0
0x2B3,"SUB L",0,0x0
0x2B4,"LD H,A",0,0x0
0x2B5,"LD A,(HL)",0,0x0
0x2B6,"POP HL",0,0x0
0x2B7,"CP $00",0,0x0
0x2B8,"NOP",0,0x0
0x2B9,"JR Z,$02DC  [+33]",1,0x2DC
0x2BA,"LD HL,$21E5",1,0x21E5
0x2DC,"ADD SP,+2",0,0x0
0x2DD,"LD (BC),A",0,0x0
0x2DE,"LD A,$09",0,0x0
0x2DF,"ADD HL,BC",0,0x0
0x2E0,"ADD A,L",0,0x0
0x2E1,"LD L,A",0,0x0
0x2E2,"ADC A,H",0,0x0
0x2E3,"SUB L",0,0x0
0x2E4,"LD H,A",0,0x0
0x2E5,"LD A,(HL)",0,0x0
0x2E6,"JP $0471",1,0x471
0x2E7,"LD (HL),C",0,0x0
0x471,"LD B,$00",0,0x0
0x472,"NOP",0,0x0
0x473,"LD C,$00",0,0x0
0x474,"NOP",0,0x0
0x475,"PUSH BC",0,0x0
0x476,"PUSH AF",0,0x0
0x477,"INC SP",0,0x0
0x478,"INC A",0,0x0
0x479,"PUSH BC",0,0x0
0x47A,"PUSH AF",0,0x0
0x47B,"INC SP",0,0x0
0x47C,"CALL $33B6",1,0x33B6
0x47D,"OR (HL)",0,0x0
0x47F,"ADD SP,+3",0,0x0
0x480,"INC BC",0,0x0
0x481,"CALL $33B6",1,0x33B6
0x482,"OR (HL)",0,0x0
0x484,"ADD SP,+3",0,0x0
0x485,"INC BC",0,0x0
0x486,"POP HL",0,0x0
0x487,"POP BC",0,0x0
0x488,"INC B",0,0x0
0x489,"JP $0206",1,0x206
0x48A,"LD B,$02",0,0x0
0x48C,"LD B,$00",0,0x0
0x48D,"NOP",0,0x0
0x48E,"LD HL,$C0AB",1,0xC0AB
0x48F,"XOR E",0,0x0
0x491,"LD A,(HL)",0,0x0
0x492,"CP B",0,0x0
0x493,"JR Z,$04AA  [+21]",1,0x4AA
0x494,"DEC D",0,0x0
0x4AA,"RET",0,0x0
0xDF3,"CALL $2B8F",1,0x2B8F
0xDF4,"ADC A,A",0,0x0
0x2B8F,"LD A,$01",0,0x0
0x2B90,"LD BC,$33F5",1,0x33F5
0x2B91,"PUSH AF",0,0x0
0x2B92,"INC SP",0,0x0
0x2B93,"CALL $078D",1,0x78D
0x2B94,"ADC A,L",0,0x0
0x2B96,"INC SP",0,0x0
0x2B97,"CALL $6C42",1,0x6C42
0x2B98,"LD B,D",0,0x0
0x6C43,"XOR E",0,0x0
0x6C45,"LD C,(HL)",0,0x0
0x6C46,"LD HL,$CBFA",1,0xCBFA
0x6C47,"LD A,($7ECB)",1,0x7ECB
0x6C49,"LD A,(HL)",0,0x0
0x6C4A,"SUB $05",0,0x0
0x6C4B,"DEC B",0,0x0
0x6C4C,"JR NZ,$6C52  [+4]",1,0x6C52
0x6C4D,"INC B",0,0x0
0x6C52,"LD HL,$CBFA",1,0xCBFA
0x6C53,"LD A,($7ECB)",1,0x7ECB
0x6C55,"LD A,(HL)",0,0x0
0x6C56,"SUB $04",0,0x0
0x6C57,"INC B",0,0x0
0x6C58,"JR NZ,$6C5E  [+4]",1,0x6C5E
0x6C59,"INC B",0,0x0
0x6C5E,"LD HL,$CBFA",1,0xCBFA
0x6C5F,"LD A,($7ECB)",1,0x7ECB
0x6C61,"LD A,(HL)",0,0x0
0x6C62,"SUB $03",0,0x0
0x6C63,"INC BC",0,0x0
0x6C64,"JR NZ,$6C69  [+3]",1,0x6C69
0x6C65,"INC BC",0,0x0
0x6C69,"LD HL,$CBFA",1,0xCBFA
0x6C6A,"LD A,($7ECB)",1,0x7ECB
0x6C6C,"LD A,(HL)",0,0x0
0x6C6D,"DEC A",0,0x0
0x6C6E,"LD C,$02",0,0x0
0x6C6F,"LD (BC),A",0,0x0
0x6C70,"JR Z,$6C74  [+2]",1,0x6C74
0x6C71,"LD (BC),A",0,0x0
0x6C72,"LD C,$01",0,0x0
0x6C73,"LD BC,$F621",1,0xF621
0x6C74,"LD HL,$CBF6",1,0xCBF6
0x6C75,"OR $CB",0,0x0
0x6C77,"LD A,(HL)",0,0x0
0x6C78,"LD HL,$CBF8",1,0xCBF8
0x6C79,"LD HL,(SP-53)",0,0x0
0x6C7B,"SUB (HL)",0,0x0
0x6C7C,"JR Z,$6C96  [+24]",1,0x6C96
0x6C7D,"JR $6CA0  [+33]",1,0x6CA0
0x6C96,"LD HL,$CBF7",1,0xCBF7
0x6C97,"RST $30",0,0x0
0x6C99,"LD A,(HL)",0,0x0
0x6C9A,"LD HL,$CBF9",1,0xCBF9
0x6C9B,"LD SP,HL",0,0x0
0x6C9D,"SUB (HL)",0,0x0
0x6C9E,"JR Z,$6CBA  [+26]",1,0x6CBA
0x6C9F,"LD A,(DE)",0,0x0
0x6CBA,"LD HL,$CBFD",1,0xCBFD
0x6CBB,"[UNUSED]",0,0x0
0x6CBD,"LD A,(HL)",0,0x0
0x6CBE,"OR A",0,0x0
0x6CBF,"JR NZ,$6CDE  [+29]",1,0x6CDE
0x6CC0,"DEC E",0,0x0
0x6CDE,"LD HL,$CBF6",1,0xCBF6
0x6CDF,"OR $CB",0,0x0
0x6CE1,"LD A,(HL)",0,0x0
0x6CE2,"ADD A,$07",0,0x0
0x6CE3,"RLCA",0,0x0
0x6CE4,"LD ($FF00+$4B),A  [WX]",0,0x0
0x6CE5,"LD C,E",0,0x0
0x6CE6,"LD HL,$CBF7",1,0xCBF7
0x6CE7,"RST $30",0,0x0
0x6CE9,"LD A,(HL)",0,0x0
0x6CEA,"LD ($FF00+$4A),A  [WY]",0,0x0
0x6CEB,"LD C,D",0,0x0
0x6CEC,"RET",0,0x0
0x6CED,"ADD SP,-15",0,0x0
0x2B9A,"JP $07AE",1,0x7AE
0x2B9B,"XOR (HL)",0,0x0
0xDF6,"LD HL,$C6D2",1,0xC6D2
0xDF7,"JP NC,$7EC6",1,0x7EC6
0xDF9,"LD A,(HL)",0,0x0
0xDFA,"OR A",0,0x0
0xDFB,"JP Z,$0C0A",1,0xC0A
0xDFC,"LD A,(BC)",0,0x0
