PC,"Inst Name",Jump?,Jump Addr
0x3640,"LD (HL),$00",0,0x0
0x3642,"INC HL",0,0x0
0x3643,"LD (HL),$00",0,0x0
0x3645,"LD HL,$CA8B",1,0xCA8B
0x3648,"LD (HL),$00",0,0x0
0x364A,"INC HL",0,0x0
0x364B,"LD (HL),$00",0,0x0
0x364D,"LD HL,$CA8D",1,0xCA8D
0x3650,"LD (HL),$00",0,0x0
0x3652,"INC HL",0,0x0
0x3653,"LD (HL),$00",0,0x0
0x3655,"LD HL,$CA8F",1,0xCA8F
0x3658,"LD (HL),$00",0,0x0
0x365A,"INC HL",0,0x0
0x365B,"LD (HL),$00",0,0x0
0x365D,"LD HL,$CA96",1,0xCA96
0x3660,"LD (HL),$00",0,0x0
0x3662,"INC HL",0,0x0
0x3663,"LD (HL),$00",0,0x0
0x3665,"LD HL,$CAAB",1,0xCAAB
0x3668,"LD (HL),$00",0,0x0
0x366A,"LD HL,$CAF7",1,0xCAF7
0x366D,"LD (HL),$00",0,0x0
0x366F,"LD HL,$CB0B",1,0xCB0B
0x3672,"LD (HL),$00",0,0x0
0x3674,"LD HL,$CBF5",1,0xCBF5
0x3677,"LD (HL),$00",0,0x0
0x3679,"LD HL,$CC01",1,0xCC01
0x367C,"LD (HL),$01",0,0x0
0x367E,"LD HL,$CC02",1,0xCC02
0x3681,"LD (HL),$01",0,0x0
0x3683,"LD HL,$CC03",1,0xCC03
0x3686,"LD (HL),$01",0,0x0
0x3688,"LD HL,$CC04",1,0xCC04
0x368B,"LD (HL),$30",0,0x0
0x368D,"LD HL,$CC05",1,0xCC05
0x3690,"LD (HL),$01",0,0x0
0x3692,"LD HL,$CC06",1,0xCC06
0x3695,"LD (HL),$01",0,0x0
0x3697,"LD HL,$CC07",1,0xCC07
0x369A,"LD (HL),$00",0,0x0
0x369C,"LD HL,$CC08",1,0xCC08
0x369F,"LD (HL),$00",0,0x0
0x36A1,"LD HL,$CC09",1,0xCC09
0x36A4,"LD (HL),$00",0,0x0
0x36A6,"LD HL,$CC0A",1,0xCC0A
0x36A9,"LD (HL),$00",0,0x0
0x36AB,"LD HL,$CC0D",1,0xCC0D
0x36AE,"LD (HL),$02",0,0x0
0x36B0,"LD HL,$CC0E",1,0xCC0E
0x36B3,"LD (HL),$01",0,0x0
0x36B5,"LD HL,$CC0F",1,0xCC0F
0x36B8,"LD (HL),$01",0,0x0
0x36BA,"LD HL,$CC10",1,0xCC10
0x36BD,"LD (HL),$00",0,0x0
0x36BF,"LD HL,$CC11",1,0xCC11
0x36C2,"LD (HL),$00",0,0x0
0x36C4,"LD HL,$CC12",1,0xCC12
0x36C7,"LD (HL),$00",0,0x0
0x36C9,"LD HL,$CC13",1,0xCC13
0x36CC,"LD (HL),$00",0,0x0
0x36CE,"LD HL,$CC14",1,0xCC14
0x36D1,"LD (HL),$00",0,0x0
0x36D3,"LD HL,$CC15",1,0xCC15
0x36D6,"LD (HL),$00",0,0x0
0x36D8,"LD HL,$CC16",1,0xCC16
0x36DB,"LD (HL),$00",0,0x0
0x36DD,"LD HL,$CC17",1,0xCC17
0x36E0,"LD (HL),$00",0,0x0
0x36E2,"LD HL,$CC18",1,0xCC18
0x36E5,"LD (HL),$00",0,0x0
0x36E7,"LD HL,$CC19",1,0xCC19
0x36EA,"LD (HL),$00",0,0x0
0x36EC,"LD HL,$CC1A",1,0xCC1A
0x36EF,"LD (HL),$00",0,0x0
0x36F1,"LD HL,$CC1B",1,0xCC1B
0x36F4,"LD (HL),$00",0,0x0
0x36F6,"LD HL,$CC1C",1,0xCC1C
0x36F9,"LD (HL),$00",0,0x0
0x36FB,"LD HL,$CC1D",1,0xCC1D
0x36FE,"LD (HL),$00",0,0x0
0x3700,"LD HL,$CC1E",1,0xCC1E
0x3703,"LD (HL),$00",0,0x0
0x3705,"LD HL,$CC1F",1,0xCC1F
0x3708,"LD (HL),$00",0,0x0
0x370A,"LD HL,$CC20",1,0xCC20
0x370D,"LD (HL),$00",0,0x0
0x370F,"LD HL,$CC21",1,0xCC21
0x3712,"LD (HL),$00",0,0x0
0x3714,"LD HL,$CC22",1,0xCC22
0x3717,"LD (HL),$00",0,0x0
0x3719,"LD HL,$CC23",1,0xCC23
0x371C,"LD (HL),$00",0,0x0
0x371E,"LD HL,$CC24",1,0xCC24
0x3721,"LD (HL),$00",0,0x0
0x3723,"LD HL,$CC25",1,0xCC25
0x3726,"LD (HL),$00",0,0x0
0x3728,"LD HL,$CC26",1,0xCC26
0x372B,"LD (HL),$00",0,0x0
0x372D,"LD HL,$CC27",1,0xCC27
0x3730,"LD (HL),$00",0,0x0
0x3732,"LD HL,$CC28",1,0xCC28
0x3735,"LD (HL),$00",0,0x0
0x3737,"LD HL,$CC29",1,0xCC29
0x373A,"LD (HL),$00",0,0x0
0x373C,"LD HL,$CC2A",1,0xCC2A
0x373F,"LD (HL),$00",0,0x0
0x3741,"LD HL,$CC2B",1,0xCC2B
0x3744,"LD (HL),$00",0,0x0
0x3746,"LD HL,$CC2C",1,0xCC2C
0x3749,"LD (HL),$00",0,0x0
0x374B,"LD HL,$CC2D",1,0xCC2D
0x374E,"LD (HL),$00",0,0x0
0x3750,"LD HL,$CC2E",1,0xCC2E
0x3753,"LD (HL),$00",0,0x0
0x3755,"LD HL,$CC2F",1,0xCC2F
0x3758,"LD (HL),$00",0,0x0
0x375A,"LD HL,$CC30",1,0xCC30
0x375D,"LD (HL),$00",0,0x0
0x375F,"LD HL,$CC31",1,0xCC31
0x3762,"LD (HL),$00",0,0x0
0x3764,"LD HL,$CC32",1,0xCC32
0x3767,"LD (HL),$00",0,0x0
0x3769,"LD HL,$CC33",1,0xCC33
0x376C,"LD (HL),$00",0,0x0
0x376E,"LD HL,$CC34",1,0xCC34
0x3771,"LD (HL),$00",0,0x0
0x3773,"LD HL,$CC35",1,0xCC35
0x3776,"LD (HL),$00",0,0x0
0x3778,"LD HL,$CC36",1,0xCC36
0x377B,"LD (HL),$00",0,0x0
0x377D,"LD HL,$CC37",1,0xCC37
0x3780,"LD (HL),$00",0,0x0
0x3782,"LD HL,$CC38",1,0xCC38
0x3785,"LD (HL),$00",0,0x0
0x3787,"LD HL,$CC39",1,0xCC39
0x378A,"LD (HL),$00",0,0x0
0x378C,"LD HL,$CC3A",1,0xCC3A
0x378F,"LD (HL),$00",0,0x0
0x3791,"LD HL,$CC3B",1,0xCC3B
0x3794,"LD (HL),$00",0,0x0
0x3796,"LD HL,$CC3C",1,0xCC3C
0x3799,"LD (HL),$00",0,0x0
0x379B,"LD HL,$CC3D",1,0xCC3D
0x379E,"LD (HL),$00",0,0x0
0x37A0,"LD HL,$CC3E",1,0xCC3E
0x37A3,"LD (HL),$00",0,0x0
0x37A5,"LD HL,$CC3F",1,0xCC3F
0x37A8,"LD (HL),$00",0,0x0
0x37AA,"LD HL,$CC40",1,0xCC40
0x37AD,"LD (HL),$00",0,0x0
0x37AF,"LD HL,$CC41",1,0xCC41
0x37B2,"LD (HL),$00",0,0x0
0x37B4,"LD HL,$CC42",1,0xCC42
0x37B7,"LD (HL),$00",0,0x0
0x37B9,"LD HL,$CC43",1,0xCC43
0x37BC,"LD (HL),$00",0,0x0
0x37BE,"LD HL,$CC44",1,0xCC44
0x37C1,"LD (HL),$00",0,0x0
0x37C3,"LD HL,$CC45",1,0xCC45
0x37C6,"LD (HL),$00",0,0x0
0x37C8,"LD HL,$CC46",1,0xCC46
0x37CB,"LD (HL),$00",0,0x0
0x37CD,"LD HL,$CC47",1,0xCC47
0x37D0,"LD (HL),$00",0,0x0
0x37D2,"LD HL,$CC48",1,0xCC48
0x37D5,"LD (HL),$00",0,0x0
0x37D7,"LD HL,$CC49",1,0xCC49
0x37DA,"LD (HL),$00",0,0x0
0x37DC,"LD HL,$CC4A",1,0xCC4A
0x37DF,"LD (HL),$00",0,0x0
0x37E1,"LD HL,$CC4B",1,0xCC4B
0x37E4,"LD (HL),$00",0,0x0
0x37E6,"LD HL,$CC4C",1,0xCC4C
0x37E9,"LD (HL),$00",0,0x0
0x37EB,"LD HL,$CC4D",1,0xCC4D
0x37EE,"LD (HL),$00",0,0x0
0x37F0,"LD HL,$CC4E",1,0xCC4E
0x37F3,"LD (HL),$00",0,0x0
0x37F5,"LD HL,$CC4F",1,0xCC4F
0x37F8,"LD (HL),$00",0,0x0
0x37FA,"LD HL,$CC50",1,0xCC50
0x37FD,"LD (HL),$00",0,0x0
0x37FF,"LD HL,$CC51",1,0xCC51
0x3802,"LD (HL),$00",0,0x0
0x3804,"LD HL,$CC52",1,0xCC52
0x3807,"LD (HL),$00",0,0x0
0x3809,"LD HL,$CC53",1,0xCC53
0x380C,"LD (HL),$00",0,0x0
0x380E,"LD HL,$CC54",1,0xCC54
0x3811,"LD (HL),$00",0,0x0
0x3813,"LD HL,$CC55",1,0xCC55
0x3816,"LD (HL),$00",0,0x0
0x3818,"LD HL,$CC56",1,0xCC56
0x381B,"LD (HL),$00",0,0x0
0x381D,"LD HL,$CC57",1,0xCC57
0x3820,"LD (HL),$00",0,0x0
0x3822,"LD HL,$CC58",1,0xCC58
0x3825,"LD (HL),$00",0,0x0
0x3827,"LD HL,$CC59",1,0xCC59
0x382A,"LD (HL),$00",0,0x0
0x382C,"LD HL,$CC5A",1,0xCC5A
0x382F,"LD (HL),$00",0,0x0
0x3831,"LD HL,$CC5B",1,0xCC5B
0x3834,"LD (HL),$00",0,0x0
0x3836,"LD HL,$CC5C",1,0xCC5C
0x3839,"LD (HL),$00",0,0x0
0x383B,"LD HL,$CC5D",1,0xCC5D
0x383E,"LD (HL),$00",0,0x0
0x3840,"LD HL,$CC5E",1,0xCC5E
0x3843,"LD (HL),$00",0,0x0
0x3845,"LD HL,$CC5F",1,0xCC5F
0x3848,"LD (HL),$00",0,0x0
0x384A,"LD HL,$CC60",1,0xCC60
0x384D,"LD (HL),$00",0,0x0
0x384F,"LD HL,$CC61",1,0xCC61
0x3852,"LD (HL),$00",0,0x0
0x3854,"LD HL,$CC62",1,0xCC62
0x3857,"LD (HL),$00",0,0x0
0x3859,"LD HL,$CC63",1,0xCC63
0x385C,"LD (HL),$00",0,0x0
0x385E,"LD HL,$CC64",1,0xCC64
0x3861,"LD (HL),$00",0,0x0
0x3863,"LD HL,$CC65",1,0xCC65
0x3866,"LD (HL),$00",0,0x0
0x3868,"LD HL,$CC66",1,0xCC66
0x386B,"LD (HL),$00",0,0x0
0x386D,"LD HL,$CC67",1,0xCC67
0x3870,"LD (HL),$00",0,0x0
0x3872,"LD HL,$CC68",1,0xCC68
0x3875,"LD (HL),$00",0,0x0
0x3877,"LD HL,$CC69",1,0xCC69
0x387A,"LD (HL),$00",0,0x0
0x387C,"LD HL,$CC6A",1,0xCC6A
0x387F,"LD (HL),$00",0,0x0
0x3881,"LD HL,$CC6B",1,0xCC6B
0x3884,"LD (HL),$00",0,0x0
0x3886,"LD HL,$CC6C",1,0xCC6C
0x3889,"LD (HL),$00",0,0x0
0x388B,"LD HL,$CC6D",1,0xCC6D
0x388E,"LD (HL),$00",0,0x0
0x3890,"LD HL,$CC6E",1,0xCC6E
0x3893,"LD (HL),$00",0,0x0
0x3895,"LD HL,$CC6F",1,0xCC6F
0x3898,"LD (HL),$00",0,0x0
0x389A,"LD HL,$CC70",1,0xCC70
0x389D,"LD (HL),$00",0,0x0
0x389F,"LD HL,$CC71",1,0xCC71
0x38A2,"LD (HL),$00",0,0x0
0x38A4,"LD HL,$CC72",1,0xCC72
0x38A7,"LD (HL),$00",0,0x0
0x38A9,"LD HL,$CC73",1,0xCC73
0x38AC,"LD (HL),$00",0,0x0
0x38AE,"LD HL,$CC74",1,0xCC74
0x38B1,"LD (HL),$00",0,0x0
0x38B3,"LD HL,$CC75",1,0xCC75
0x38B6,"LD (HL),$00",0,0x0
0x38B8,"LD HL,$CC76",1,0xCC76
0x38BB,"LD (HL),$00",0,0x0
0x38BD,"LD HL,$CC77",1,0xCC77
0x38C0,"LD (HL),$00",0,0x0
0x38C2,"LD HL,$CC78",1,0xCC78
0x38C5,"LD (HL),$00",0,0x0
0x38C7,"LD HL,$CC79",1,0xCC79
0x38CA,"LD (HL),$00",0,0x0
0x38CC,"LD HL,$CC7A",1,0xCC7A
0x38CF,"LD (HL),$00",0,0x0
0x38D1,"LD HL,$CC7B",1,0xCC7B
0x38D4,"LD (HL),$00",0,0x0
0x38D6,"LD HL,$CC7C",1,0xCC7C
0x38D9,"LD (HL),$00",0,0x0
0x38DB,"LD HL,$CC7D",1,0xCC7D
0x38DE,"LD (HL),$00",0,0x0
0x38E0,"LD HL,$CC7E",1,0xCC7E
0x38E3,"LD (HL),$00",0,0x0
0x38E5,"LD HL,$CC7F",1,0xCC7F
0x38E8,"LD (HL),$00",0,0x0
0x38EA,"LD HL,$CC80",1,0xCC80
0x38ED,"LD (HL),$00",0,0x0
0x38EF,"LD HL,$CC81",1,0xCC81
0x38F2,"LD (HL),$00",0,0x0
0x38F4,"LD HL,$CC82",1,0xCC82
0x38F7,"LD (HL),$00",0,0x0
0x38F9,"LD HL,$CC83",1,0xCC83
0x38FC,"LD (HL),$00",0,0x0
0x38FE,"LD HL,$CC84",1,0xCC84
0x3901,"LD (HL),$00",0,0x0
0x3903,"LD HL,$CC85",1,0xCC85
0x3906,"LD (HL),$00",0,0x0
0x3908,"LD HL,$CC86",1,0xCC86
0x390B,"LD (HL),$00",0,0x0
0x390D,"LD HL,$CC87",1,0xCC87
0x3910,"LD (HL),$00",0,0x0
0x3912,"LD HL,$CC88",1,0xCC88
0x3915,"LD (HL),$00",0,0x0
0x3917,"LD HL,$CC89",1,0xCC89
0x391A,"LD (HL),$00",0,0x0
0x391C,"LD HL,$CC8A",1,0xCC8A
0x391F,"LD (HL),$00",0,0x0
0x3921,"LD HL,$CC8B",1,0xCC8B
0x3924,"LD (HL),$00",0,0x0
0x3926,"LD HL,$CC8C",1,0xCC8C
0x3929,"LD (HL),$00",0,0x0
0x392B,"LD HL,$CC8D",1,0xCC8D
0x392E,"LD (HL),$00",0,0x0
0x3930,"LD HL,$CC8E",1,0xCC8E
0x3933,"LD (HL),$00",0,0x0
0x3935,"LD HL,$CC8F",1,0xCC8F
0x3938,"LD (HL),$00",0,0x0
0x393A,"LD HL,$CC90",1,0xCC90
0x393D,"LD (HL),$00",0,0x0
0x393F,"LD HL,$CC91",1,0xCC91
0x3942,"LD (HL),$00",0,0x0
0x3944,"LD HL,$CC92",1,0xCC92
0x3947,"LD (HL),$00",0,0x0
0x3949,"LD HL,$CC93",1,0xCC93
0x394C,"LD (HL),$00",0,0x0
0x394E,"LD HL,$CC94",1,0xCC94
0x3951,"LD (HL),$00",0,0x0
0x3953,"LD HL,$CC95",1,0xCC95
0x3956,"LD (HL),$00",0,0x0
0x3958,"LD HL,$CC96",1,0xCC96
0x395B,"LD (HL),$00",0,0x0
0x395D,"LD HL,$CC97",1,0xCC97
0x3960,"LD (HL),$00",0,0x0
0x3962,"LD HL,$CC98",1,0xCC98
0x3965,"LD (HL),$00",0,0x0
0x3967,"LD HL,$CC99",1,0xCC99
0x396A,"LD (HL),$00",0,0x0
0x396C,"LD HL,$CC9A",1,0xCC9A
0x396F,"LD (HL),$00",0,0x0
0x3971,"LD HL,$CC9B",1,0xCC9B
0x3974,"LD (HL),$00",0,0x0
0x3976,"LD HL,$CC9C",1,0xCC9C
0x3979,"LD (HL),$00",0,0x0
0x397B,"LD HL,$CC9D",1,0xCC9D
0x397E,"LD (HL),$00",0,0x0
0x3980,"LD HL,$CC9E",1,0xCC9E
0x3983,"LD (HL),$00",0,0x0
0x3985,"LD HL,$CC9F",1,0xCC9F
0x3988,"LD (HL),$00",0,0x0
0x398A,"LD HL,$CCA0",1,0xCCA0
0x398D,"LD (HL),$00",0,0x0
0x398F,"LD HL,$CCA1",1,0xCCA1
0x3992,"LD (HL),$00",0,0x0
0x3994,"LD HL,$CCA2",1,0xCCA2
0x3997,"LD (HL),$00",0,0x0
0x3999,"LD HL,$CCA3",1,0xCCA3
0x399C,"LD (HL),$00",0,0x0
0x399E,"LD HL,$CCA4",1,0xCCA4
0x39A1,"LD (HL),$00",0,0x0
0x39A3,"LD HL,$CCA5",1,0xCCA5
0x39A6,"LD (HL),$00",0,0x0
0x39A8,"LD HL,$CCA6",1,0xCCA6
0x39AB,"LD (HL),$00",0,0x0
0x39AD,"LD HL,$CCA7",1,0xCCA7
0x39B0,"LD (HL),$00",0,0x0
0x39B2,"LD HL,$CCA8",1,0xCCA8
0x39B5,"LD (HL),$00",0,0x0
0x39B7,"LD HL,$CCA9",1,0xCCA9
0x39BA,"LD (HL),$00",0,0x0
0x39BC,"LD HL,$CCAA",1,0xCCAA
0x39BF,"LD (HL),$00",0,0x0
0x39C1,"LD HL,$CCAB",1,0xCCAB
0x39C4,"LD (HL),$00",0,0x0
0x39C6,"LD HL,$CCAC",1,0xCCAC
0x39C9,"LD (HL),$00",0,0x0
0x39CB,"LD HL,$CCAD",1,0xCCAD
0x39CE,"LD (HL),$00",0,0x0
0x39D0,"LD HL,$CCAE",1,0xCCAE
0x39D3,"LD (HL),$00",0,0x0
0x39D5,"LD HL,$CCAF",1,0xCCAF
0x39D8,"LD (HL),$00",0,0x0
0x39DA,"LD HL,$CCB0",1,0xCCB0
0x39DD,"LD (HL),$00",0,0x0
0x39DF,"LD HL,$CCB1",1,0xCCB1
0x39E2,"LD (HL),$00",0,0x0
0x39E4,"INC HL",0,0x0
0x39E5,"LD (HL),$00",0,0x0
0x39E7,"LD HL,$CCB3",1,0xCCB3
0x39EA,"LD (HL),$28",0,0x0
0x39EC,"INC HL",0,0x0
0x39ED,"LD (HL),$00",0,0x0
0x39EF,"LD HL,$CCB5",1,0xCCB5
0x39F2,"LD (HL),$78",0,0x0
0x39F4,"INC HL",0,0x0
0x39F5,"LD (HL),$00",0,0x0
0x39F7,"LD HL,$CCB7",1,0xCCB7
0x39FA,"LD (HL),$00",0,0x0
0x39FC,"LD HL,$CCB8",1,0xCCB8
0x39FF,"LD (HL),$FF",0,0x0
0x3A01,"LD HL,$CCB9",1,0xCCB9
0x3A04,"LD (HL),$00",0,0x0
0x3A06,"INC HL",0,0x0
0x3A07,"LD (HL),$00",0,0x0
0x3A09,"LD HL,$CCBB",1,0xCCBB
0x3A0C,"LD (HL),$01",0,0x0
0x3A0E,"LD HL,$CCBC",1,0xCCBC
0x3A11,"LD (HL),$03",0,0x0
0x3A13,"LD HL,$CCBD",1,0xCCBD
0x3A16,"LD (HL),$00",0,0x0
0x3A18,"LD HL,$CCBE",1,0xCCBE
0x3A1B,"LD (HL),$00",0,0x0
0x3A1D,"LD HL,$CEB2",1,0xCEB2
0x3A20,"LD (HL),$5D",0,0x0
0x3A22,"INC HL",0,0x0
0x3A23,"LD (HL),$32",0,0x0
